Familia - Family,Departamento - Department,Grupo - Group,Subgrupo - Subgroup,Item,Item Descrip.,ST 12s,ST_REAL,Classificação Geral -  Classification ,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,Estrategico - Strategic,VND TT 12s,Projetado - Projected,Estoque QTD Inicial Initial Stock Qty,Recebimento Total  Total Recieved,Fornecedor - Supplier,Preço Original - Original Price,Preço Vigente - Actual Price,Idade de Estoque - Days in Stock,Idade Ajustada - Days in Stock (adjusted),Cash Margem Mês - Monthly Cash Margin,Venda R$ Mês - Montly Sales in R$,R$ Estoque - Stock in R$,Estoque QTD - Stock Qty,Venda QTD Total - Total Sales Qty,Cash Margem Total - Total Cash Margin,Pri. Recebimento - Day when 1st recieved,Pri Dia VND Ajustado - 1st  Day of Sales (adjusted),Qtd Lojas C/ Item Meio Pack - Num. of Stores w/ half pack,Qtd Lojas C/ Item - Num. of Stores w/ the item,Carteira Valor - Order Value,Carteira QTD - Order Qty,Qtd de pedidos - Num. of Orders,Remarcado - Remarked,MV Total - Total Sales Margin,ANO_MÊS - Year_month,Recebimento Custo - Shipping Cost,Recebimento R$ - Amout (R$) Recieved ,Custo Unit. -Cost per unit,MV Entrada - Entry Sales Margin
10 Acessorios Av,COMPLEMENTOS,EMBALAGEM,CAIXINHA INFANTIL,266352,CAIXA PRES INF P SOR,"60,97%","60,97%",Good,"6,02%","4,89%","7,73%","7,39%","8,35%","4,60%","3,75%","4,43%","3,52%","5,28%","2,90%","2,10%",Não Estratégico,1073,N,1661,1760,PORTFLEX EMBALAGENS LTDA,7.99,5.99,227,216,103,149,827,138,1518,8732,05/10/2023,2023-10-16 00:00:00,3,30,,,1,S,0.756638644393279,202310,3256,14062.4,1.85,0.76846057571965
10 Acessorios Av,COMPLEMENTOS,EMBALAGEM,CAIXINHA INFANTIL,266353,CAIXA PRES INF M SOR,"72,40%","72,40%",Good,"9,51%","9,61%","7,21%","9,61%","6,86%","3,58%","4,46%","5,39%","5,15%","7,89%","1,76%","1,37%",Não Estratégico,1477,N,1920,2040,PORTFLEX EMBALAGENS LTDA,9.99,5.99,227,216,125,230,671,112,1886,12740,05/10/2023,2023-10-16 00:00:00,2,36,,,1,S,0.715937995614146,202310,5467,20379.6,2.68,0.731731731731732
02 Masculino,MASCULINO JEANS,BOTTOM CURTO,BERMUDA MODA,266354,BERMUDA JEANS CL RAS,"44,33%","44,33%",Slow,"4,30%","3,55%","4,54%","6,11%","3,48%","3,89%","3,38%","4,34%","3,76%","2,46%","2,32%","2,19%",Não Estratégico,1298,N,2725,2916,M.K. GALONE CONFECCOES E COMERCIO DE ROUPAS LTDA,79.99,59.99,291,279,335,1015,11939,199,2711,96995,02/08/2023,2023-08-14 00:00:00,2,68,,,1,S,0.472143908640982,202308,116640,233250.84,40,0.499937492186523
05 Calçados,CALCADO MASCULINO,TENIS,CASUAL FX2,266355,TNS CAS HOST H25900,"48,92%","48,92%",Slow,"7,46%","5,83%","4,96%","5,88%","5,38%","4,54%","3,04%","3,13%","2,71%","3,04%","1,92%","1,04%",Estratégico,1174,N,2284,2400,HOST,89.99,69.99,292,286,962,2718,25827,369,2020,83668,01/08/2023,2023-08-07 00:00:00,15,95,,,1,S,0.485462448732933,202308,105360,215976,43.9,0.512168018668741
02 Masculino,MASC ESPORTE,TOP,TSHIRT,266356,TSHIRT TRIA 28782 CA,"96,64%","96,64%",Best,"7,25%","12,53%","19,25%","11,75%","11,65%","8,28%","7,92%","6,57%","8,59%","2,28%","0,31%","0,26%",Não Estratégico,1867,N,1816,1932,TEXMAR,39.99,24.99,212,209,7,25,-224,0,1934,40309,16/10/2023,2023-10-23 00:00:00,,5,,,2,S,0.532472390967754,202310,35356,77260.68,18.3,0.5423855963991
02 Masculino,MASC ESPORTE,TOP,TSHIRT,266357,TSHIRT RECORTE 28775,"94,16%","94,16%",Best,"11,53%","14,79%","14,79%","9,81%","9,65%","6,45%","7,83%","5,59%","8,89%","3,30%","1,07%","0,46%",Não Estratégico,1853,N,1830,1968,TEXMAR,39.99,24.99,216,209,9,45,25,1,1974,40958,16/10/2023,2023-10-23 00:00:00,,8,,,1,S,0.531349124287797,202310,36014,78700.32,18.3,0.5423855963991
02 Masculino,MASC ESPORTE,TOP,TSHIRT,266358,TSHIRT TECHIFT 28776,"73,43%","73,43%",Good,"3,28%","4,90%","6,46%","5,30%","4,80%","6,16%","6,06%","6,62%","15,20%","7,42%","4,14%","3,08%",Não Estratégico,1454,N,1921,1980,TEXMAR,39.99,24.99,216,209,115,481,2524,101,1881,36350,16/10/2023,2023-10-23 00:00:00,5,34,,,1,S,0.513613530870477,202310,36234,79180.2,18.3,0.5423855963991
02 Masculino,MASC ESPORTE,TOP,TSHIRT,266359,TSHIRT AERODRY 28777,"91,31%","91,31%",Best,"5,76%","9,49%","10,96%","12,78%","8,08%","8,13%","5,96%","7,73%","7,22%","10,30%","3,69%","1,21%",Não Estratégico,1808,N,1857,1980,TEXMAR,39.99,24.99,219,216,33,143,-624,0,2015,41232,09/10/2023,2023-10-16 00:00:00,1,8,,,2,S,0.527889346773081,202310,36234,79180.2,18.3,0.5423855963991
03 Feminino,FEMININO ESPORTE,TOP,TSHIRT,266362,TSHIRT 51.872 MARINH,"82,80%","82,80%",Best,"11,01%","15,11%","11,70%","12,13%","9,84%","5,02%","4,73%","2,44%","4,53%","2,14%","1,90%","2,24%",Não Estratégico,1699,N,2199,2052,LOCAL,39.99,9.99,262,251,-18,19,-9,0,2030,38645,31/08/2023,2023-09-11 00:00:00,,6,,,1,S,0.507148220891035,202308,37962,82059.48,18.5,0.537384346086522
03 Feminino,FEMININO ESPORTE,TOP,TSHIRT,266363,TSHIRT 51873 C PINK,"87,23%","87,23%",Best,"10,38%","15,40%","11,94%","11,45%","6,34%","5,99%","5,90%","6,53%","3,80%","4,48%","2,24%","2,78%",Não Estratégico,1790,N,1953,2052,LOCAL,39.99,24.99,223,216,7,25,175,7,2035,41572,09/10/2023,2023-10-16 00:00:00,,10,,,1,S,0.524767205674087,202310,37962,82059.48,18.5,0.537384346086522
03 Feminino,MODA JOVEM MALHA,TOP MALHA,KVI TOP MALHA MESA,266372,TOP MC MESA 046244-1,"82,21%","82,21%",Best,"4,25%","6,11%","5,27%","7,09%","7,66%","11,19%","12,02%","17,48%","5,50%","2,33%","2,01%","1,31%",Não Estratégico,4336,N,4572,5274,L X TEXTIL LTDA,19.99,19.99,188,202,502,1022,2959,148,5093,49307,17/10/2023,2023-10-30 00:00:00,3,55,,,2,N,0.491900081198219,202310,52740,105427.26,10,0.499749874937469
03 Feminino,MODA JOVEM MALHA,TOP MALHA,KVI TOP MALHA MESA,266373,TOP MC MESA 046244-1,"88,44%","88,44%",Best,"13,89%","21,97%","18,81%","20,88%","5,43%","2,17%","1,66%","0,89%","0,61%","0,73%","0,83%","0,57%",Não Estratégico,2770,N,2804,3132,L X TEXTIL LTDA,19.99,19.99,188,174,243,493,920,46,3073,29779,13/11/2023,2023-11-27 00:00:00,1,24,,,1,N,0.492137887951373,202311,31320,62608.68,10,0.499749874937469
03 Feminino,MODA JOVEM MALHA,TOP MALHA,KVI TOP MALHA MESA,266374,TOP MC MESA 046244-1,"93,53%","93,53%",Best,"6,57%","12,88%","16,67%","10,73%","11,43%","12,18%","15,25%","4,29%","1,52%","0,95%","0,66%","0,41%",Não Estratégico,2963,N,3095,3168,L X TEXTIL LTDA,19.99,19.99,201,195,108,218,520,26,3113,30184,30/10/2023,2023-11-06 00:00:00,,17,,,2,N,0.49228486651724,202310,31680,63328.32,10,0.499749874937469
03 Feminino,MODA JOVEM MALHA,TOP MALHA,KVI TOP MALHA MESA,266375,TOP MC MESA 046244-1,"91,12%","91,12%",Best,"12,23%","19,09%","19,64%","23,79%","8,17%","1,44%","2,04%","1,47%","1,12%","0,93%","0,54%","0,67%",Não Estratégico,2854,N,2940,3132,L X TEXTIL LTDA,19.99,19.99,188,174,170,340,940,47,3082,29831,13/11/2023,2023-11-27 00:00:00,2,18,,,1,N,0.491842606408851,202311,31320,62608.68,10,0.499749874937469
03 Feminino,MODA JOVEM MALHA,TOP MALHA,KVI TOP MALHA MESA,266376,TOP MC MESA 046244-1,"84,06%","84,06%",Best,"8,67%","13,17%","8,67%","9,14%","8,67%","10,25%","8,98%","8,16%","4,83%","1,40%","1,30%","0,83%",Não Estratégico,2648,N,2943,3150,L X TEXTIL LTDA,19.99,19.99,215,202,208,418,1500,75,3055,29437,17/10/2023,2023-10-30 00:00:00,2,22,,,1,N,0.490722905083253,202310,31500,62968.5,10,0.499749874937469
03 Feminino,MODA JOVEM MALHA,TOP MALHA,KVI TOP MALHA MESA,266377,TOP MC MESA 047003-1,"93,25%","93,25%",Best,"18,50%","27,99%","22,34%","15,81%","5,16%","1,10%","0,58%","0,49%","0,31%","0,43%","0,40%","0,15%",Não Estratégico,3055,N,2958,3276,L X TEXTIL LTDA,19.99,19.99,186,174,18,38,200,10,3256,31648,15/11/2023,2023-11-27 00:00:00,,11,79880,3996,1,N,0.492894132305417,202311,32760,65487.24,10,0.499749874937469
03 Feminino,MODA JOVEM MALHA,TOP MALHA,KVI TOP MALHA MESA,266378,TOP MC MESA 046244-2,"76,98%","76,98%",Best,"8,56%","15,65%","13,35%","12,17%","2,67%","0,93%","0,41%","0,56%","0,93%","6,72%","9,74%","5,31%",Não Estratégico,4157,N,3011,5400,L X TEXTIL LTDA,19.99,19.99,118,174,519,1069,1280,64,5297,51158,15/11/2023,2023-11-27 00:00:00,1,30,,,2,N,0.491294577989621,202311,54000,107946,10,0.499749874937469
03 Feminino,MODA JOVEM MALHA,TOP MALHA,KVI TOP MALHA MESA,266379,TOP MC MESA 046244-2,"90,65%","90,65%",Best,"16,04%","20,01%","14,29%","7,60%","9,14%","7,82%","5,15%","3,64%","2,48%","2,41%","0,79%","1,27%",Não Estratégico,4928,N,3660,5436,L X TEXTIL LTDA,19.99,19.99,156,167,192,392,1540,77,5338,51626,22/11/2023,2023-12-04 00:00:00,2,29,,,2,N,0.49164504634382,202311,54360,108665.64,10,0.499749874937469
03 Feminino,MODA JOVEM MALHA,TOP MALHA,KVI TOP MALHA MESA,266380,TOP MC MESA 046244-2,"90,84%","90,84%",Best,"28,88%","40,60%","9,71%","3,69%","2,47%","1,43%","1,16%","1,04%","0,76%","0,31%","0,34%","0,46%",Não Estratégico,2976,N,2994,3276,L X TEXTIL LTDA,19.99,19.99,171,160,40,80,640,32,3219,31208,30/11/2023,2023-12-11 00:00:00,2,8,,,1,N,0.492252793437743,202311,32760,65487.24,10,0.499749874937469
03 Feminino,MODA JOVEM MALHA,TOP MALHA,KVI TOP MALHA MESA,266381,TOP MC MESA 046244-2,"84,48%","84,48%",Best,"13,87%","15,67%","12,45%","8,16%","7,76%","6,21%","6,80%","3,94%","2,61%","2,61%","2,51%","1,89%",Não Estratégico,2722,N,2915,3222,L X TEXTIL LTDA,19.99,19.99,131,118,1051,2121,2959,148,3063,29570,09/01/2024,2024-01-22 00:00:00,2,44,,,1,N,0.49118908264199,202401,32220,64407.78,10,0.499749874937469
03 Feminino,MODA JOVEM MALHA,TOP MALHA,KVI TOP MALHA MESA,266382,TOP MC MESA 046244-2,"82,22%","82,22%",Best,"33,94%","14,37%","6,88%","6,31%","4,11%","3,68%","2,90%","3,71%","2,17%","1,48%","1,15%","1,51%",Não Estratégico,2723,N,2804,3312,L X TEXTIL LTDA,19.99,19.99,166,153,401,811,2299,115,3182,30870,05/12/2023,2023-12-18 00:00:00,3,39,,,1,N,0.492415099167287,202312,33120,66206.88,10,0.499749874937469
03 Feminino,MODA JOVEM MALHA,TOP MALHA,KVI TOP MALHA MESA,266383,TOP MC MESA 047003-1,"82,70%","82,70%",Best,"18,89%","20,75%","13,78%","8,95%","6,13%","4,35%","1,92%","2,07%","1,86%","2,01%","1,11%","0,87%",Não Estratégico,2754,N,2870,3330,L X TEXTIL LTDA,19.99,19.99,153,139,226,456,700,35,3273,31446,18/12/2023,2024-01-01 00:00:00,1,17,79880,3996,1,N,0.489991651009063,202312,33300,66566.7,10,0.499749874937469
02 Masculino,MASC ESPORTE,TOP,TOP MARCAS,266386,TSHIRT CORINTHIANS C,"58,33%","58,33%",Good,"7,04%","5,56%","7,04%","7,96%","5,56%","5,19%","5,19%","4,63%","3,70%","2,59%","1,48%","2,41%",Estratégico,315,N,470,540,SPR INDUSTRIA DE CONFECCAO LTDA EM RECUPERACAO JUD,79.99,79.99,291,279,46,80,3040,38,488,21668,02/08/2023,2023-08-14 00:00:00,1,10,,,1,N,0.566326870666243,202308,18360,43194.6,34,0.574946868358545
05 Calçados,CALCADO FEMININO,TENIS,ESPORTE FX2,266387,TNS ESP FM BX2351 AZ,"58,67%","58,67%",Good,"4,04%","7,04%","10,50%","8,63%","6,08%","3,67%","4,17%","4,13%","3,83%","2,46%","1,83%","2,29%",Não Estratégico,1408,N,2312,2496,BOX200,69.99,79.99,161,279,1601,2709,24477,306,2172,93472,03/08/2023,2023-08-14 00:00:00,11,94,,,3,S,0.576528870118635,202308,78998,175655.04,31.65,0.550263971930438
05 Calçados,CALCADO MASCULINO,TENIS,ESPORTE FX2,266388,TNS ESP MC BX2354 PT,"63,58%","63,58%",Good,"7,29%","9,46%","11,04%","9,54%","5,21%","3,79%","3,04%","4,46%","3,42%","2,58%","1,79%","1,96%",Não Estratégico,1526,N,2209,4560,BOX200,69.99,69.99,163,279,2386,4481,32896,470,4060,156458,03/08/2023,2023-08-14 00:00:00,23,96,,,2,S,0.546811132662867,202308,146904,340754.4,32.22,0.568885977701242
04 Infantil,JUVENIL MENINA,BOTTON,SHORT SARJA,266389,SHORTS SARJA PUIDOS,"57,20%","57,20%",Good,"5,98%","6,59%","4,55%","5,23%","6,59%","9,77%","3,48%","2,65%","2,88%","3,71%","2,88%","2,88%",Não Estratégico,755,N,1287,1320,BIMBUS IND E COM DE CONFECOES LTDA,69.99,29.99,268,258,-163,814,1980,66,1207,45143,25/08/2023,2023-09-04 00:00:00,1,40,,,1,S,0.517291673088558,202308,46068,92386.8,34.9,0.501357336762395
04 Infantil,INFANTIL MENINA,BOTTON,LIC SHORT,266392,SHORT MINNIE 0387AVI,"56,11%","56,11%",Good,"5,33%","9,00%","3,11%","3,28%","2,89%","3,83%","3,33%","3,28%","2,39%","5,44%","5,67%","8,56%",Não Estratégico,1010,N,1755,1800,L X TEXTIL LTDA,35.99,19.99,243,230,99,984,3199,160,1627,22600,19/09/2023,2023-10-02 00:00:00,4,46,,,1,S,0.439705481500275,202309,31860,64782,17.7,0.508196721311475
04 Infantil,INFANTIL MENINA,INTEIROS,LIC VEST,266393,VEST MC MINNIE 0386A,"58,80%","58,80%",Good,"2,74%","2,86%","2,74%","7,11%","6,76%","19,58%","8,51%","2,27%","2,04%","1,69%","1,40%","1,11%",Não Estratégico,1009,N,1696,1716,L X TEXTIL LTDA,59.99,29.99,201,188,24,1566,3389,113,1588,34844,31/10/2023,2023-11-13 00:00:00,3,35,,,1,S,0.43438847123481,202310,49026,102942.84,28.57,0.523753958993165
10 Acessorios Av,UNDERWEAR,LICENCIADO,LIC KIT MEIA MNA,266395,KIT MNA 2X1 0556A&B,"30,77%","20,15%",Slow,"1,12%","3,12%","3,74%","3,68%","2,18%","2,31%","3,99%",,,,,,Não Estratégico,493,S,1386,1404,BOGO,17.99,17.99,251,55,2184,4127,19340,1075,2063,16085,21/03/2024,2024-03-25 00:00:00,52,95,,,2,S,0.487398125657548,202403,11513,25257.96,8.2,0.544191217342968
10 Acessorios Av,UNDERWEAR,LICENCIADO,LIC KIT MEIA MNA,266397,KIT MNA 2X1 0542A&B,"50,38%","50,38%",Slow,"2,00%","1,94%","4,85%","5,18%","6,63%","7,23%","5,66%","3,56%","3,67%","3,40%","4,10%","2,16%",Não Estratégico,934,N,1800,1296,BOGO,17.99,17.99,151,146,959,1803,8348,464,2186,20620,20/12/2023,2023-12-25 00:00:00,22,101,14464,804,1,N,0.534947193421412,202312,10627,23315.04,8.2,0.544191217342968
10 Acessorios Av,UNDERWEAR,LICENCIADO,LIC KIT MEIA MNA,266398,KIT MNA 2X1 0553A&B,"43,29%","43,29%",Slow,"3,57%","5,79%","4,38%","3,46%","3,63%","4,49%","4,98%","2,16%","2,65%","2,27%","3,35%","2,54%",Não Estratégico,800,N,1814,1848,BOGO,17.99,9.99,276,265,44,282,1209,121,1694,11634,17/08/2023,2023-08-28 00:00:00,2,57,,,1,S,0.45579073479299,202308,15154,33245.52,8.2,0.544191217342968
10 Acessorios Av,UNDERWEAR,LICENCIADO,LIC KIT MEIA MNA,266399,KIT MNA 2X1 0557A&B,"13,83%","13,83%",Slow,"1,89%","0,94%","1,39%","1,00%","1,56%","1,78%","0,89%","0,83%","0,72%","0,78%","0,94%","1,11%",Não Estratégico,249,N,1765,1800,BOGO,17.99,9.99,276,258,141,928,6484,649,1133,5081,17/08/2023,2023-09-04 00:00:00,39,125,,,1,S,0.353504904416758,202308,14760,32382,8.2,0.544191217342968
10 Acessorios Av,UNDERWEAR,LICENCIADO,LIC KIT MEIA MNA,266400,KIT MNA 2X1 0559A&B,"51,28%","51,28%",Slow,"4,28%","5,44%","3,11%","2,61%","2,94%","3,11%","2,78%","2,94%","3,67%","6,00%","6,61%","7,78%",Não Estratégico,923,N,1732,1800,BOGO,17.99,9.99,247,230,42,296,1189,119,1695,10967,15/09/2023,2023-10-02 00:00:00,3,59,,,1,S,0.441038376079547,202309,14760,32382,8.2,0.544191217342968
10 Acessorios Av,UNDERWEAR,LICENCIADO,LIC KIT MEIA MNA,266401,KIT MNA 2X1 0560A&B,"48,67%","48,67%",Slow,"5,11%","5,78%","3,44%","2,61%","3,39%","3,11%","2,83%","2,89%","3,56%","4,39%","3,83%","7,72%",Não Estratégico,876,N,1720,1800,BOGO,17.99,9.99,247,230,74,484,1519,152,1613,10499,15/09/2023,2023-10-02 00:00:00,4,68,,,1,S,0.44251426211094,202309,14760,32382,8.2,0.544191217342968
10 Acessorios Av,UNDERWEAR,LICENCIADO,LIC KIT MEIA MNA,266402,KIT MNA 2X1 0541A&B,"54,89%","54,89%",Slow,"3,87%","4,36%","4,89%","6,86%","6,68%","9,42%","3,73%","2,71%","2,57%","2,78%","3,34%","3,69%",Não Estratégico,1561,N,2734,2844,BOGO,17.99,9.99,206,188,131,852,3877,388,2411,18326,26/10/2023,2023-11-13 00:00:00,19,97,9931,552,1,S,0.481041675580567,202310,23321,51163.56,8.2,0.544191217342968
10 Acessorios Av,UNDERWEAR,LICENCIADO,LIC KIT MEIA MNA,266403,KIT MNA 2X1 0554A&B,"43,39%","43,39%",Slow,"8,90%","5,03%","2,78%","3,27%","3,13%","3,55%","4,22%","3,48%","2,04%","2,39%","2,25%","2,36%",Não Estratégico,1234,N,2693,2844,BOGO,17.99,17.99,171,153,1378,2616,15832,880,1917,17970,30/11/2023,2023-12-18 00:00:00,53,144,,,1,N,0.533394857114531,202311,23321,51163.56,8.2,0.544191217342968
10 Acessorios Av,UNDERWEAR,LICENCIADO,LIC KIT MEIA MNA,266404,KIT MNA 2X1 0555A&B,"57,00%","57,00%",Good,"7,50%","7,61%","4,50%","5,22%","5,11%","4,22%","3,72%","4,11%","4,44%","3,50%","3,94%","3,11%",Não Estratégico,1026,N,1701,1800,BOGO,17.99,17.99,125,111,1422,2693,8870,493,1293,12115,15/01/2024,2024-01-29 00:00:00,29,95,,,1,N,0.533277310998352,202401,14760,32382,8.2,0.544191217342968
10 Acessorios Av,UNDERWEAR,LICENCIADO,LIC KIT MEIA MNA,266405,KIT MNA 2X1 0544A&B,"55,34%","55,34%",Good,"3,11%","4,57%","3,91%","3,91%","4,02%","3,36%","5,52%","4,57%","5,81%","5,26%","8,41%","2,89%",Não Estratégico,1514,N,2695,3744,BOGO,17.99,17.99,125,223,972,1833,6945,386,3284,30999,29/09/2023,2023-10-09 00:00:00,21,96,16191,900,2,N,0.535125243841387,202309,30701,67354.56,8.2,0.544191217342968
10 Acessorios Av,UNDERWEAR,LICENCIADO,LIC KIT MEIA MNO,266406,KIT MNO 2X1 0550A&B,"45,43%","45,43%",Slow,"3,28%","7,23%","5,41%","3,95%","4,12%","5,45%","5,01%","2,08%","2,04%","2,26%","3,24%","1,37%",Não Estratégico,1025,N,2226,2256,BOGO,17.99,9.99,276,265,51,338,2108,211,1977,14208,17/08/2023,2023-08-28 00:00:00,7,81,,,1,S,0.467061771772888,202308,18499,40585.44,8.2,0.544191217342968
10 Acessorios Av,UNDERWEAR,LICENCIADO,LIC KIT MEIA MNO,266407,KIT MNO 2X1 0551A&B,"65,95%","65,95%",Good,"4,99%","4,49%","4,88%","6,20%","5,95%","4,45%","4,52%","4,24%","6,66%","6,23%","9,65%","3,70%",Não Estratégico,1852,N,2759,2808,BOGO,17.99,17.99,233,223,510,952,4408,245,2576,24236,29/09/2023,2023-10-09 00:00:00,8,74,,,1,N,0.534305587706825,202309,23026,50515.92,8.2,0.544191217342968
10 Acessorios Av,UNDERWEAR,LICENCIADO,LIC KIT MEIA MNO,266408,KIT MNO 2X1 0539A&B,"52,35%","52,35%",Slow,"5,36%","8,82%","5,54%","5,98%","4,17%","4,92%","4,96%","3,06%","2,48%","2,53%","2,53%","1,99%",Não Estratégico,1181,N,2218,3912,BOGO,17.99,17.99,210,265,2809,5351,20761,1154,2696,20245,17/08/2023,2023-08-28 00:00:00,81,132,,,3,S,0.478006189160893,202308,32078,70376.88,8.2,0.544191217342968
10 Acessorios Av,UNDERWEAR,LICENCIADO,LIC KIT MEIA MNO,266409,KIT MNO 2X1 0548A&B,"52,67%","52,67%",Slow,"5,70%","7,23%","1,99%","3,24%","3,17%","3,56%","2,42%","3,10%","3,45%","4,95%","5,16%","8,69%",Não Estratégico,1479,N,2663,2808,BOGO,17.99,9.99,247,230,85,495,3157,316,2396,18033,15/09/2023,2023-10-02 00:00:00,14,90,,,1,S,0.478569606811993,202309,23026,50515.92,8.2,0.544191217342968
10 Acessorios Av,UNDERWEAR,LICENCIADO,LIC KIT MEIA MNO,266410,KIT MNO 2X1 0537A&B,"65,08%","65,08%",Good,"4,78%","5,24%","5,17%","5,70%","5,56%","3,59%","4,64%","3,97%","6,54%","6,29%","9,25%","4,36%",Não Estratégico,1851,N,2777,2844,BOGO,17.99,17.99,233,223,430,808,4012,223,2541,23998,29/09/2023,2023-10-09 00:00:00,6,82,8203,456,1,N,0.535252528361681,202309,23321,51163.56,8.2,0.544191217342968
10 Acessorios Av,UNDERWEAR,LICENCIADO,LIC KIT MEIA MNO,266411,KIT MNO 2X1 0546A&B,"60,65%","60,65%",Good,"3,73%","4,75%","5,77%","8,93%","7,88%","10,62%","5,20%","2,57%","3,09%","2,29%","2,50%","3,34%",Não Estratégico,1725,N,2729,2844,BOGO,17.99,17.99,205,188,596,1129,7682,427,2370,22406,27/10/2023,2023-11-13 00:00:00,15,115,,,1,N,0.535512699905926,202310,23321,51163.56,8.2,0.544191217342968
10 Acessorios Av,UNDERWEAR,LICENCIADO,LIC KIT MEIA MNO,266412,KIT MNO 2X1 O552A MA,"67,28%","67,28%",Good,"4,44%","7,50%","8,11%","9,89%","9,50%","10,17%","5,39%","2,17%","2,28%","1,67%","2,78%","3,39%",Não Estratégico,1211,N,1730,1800,BOGO,17.99,17.99,205,188,457,867,3904,217,1568,14818,27/10/2023,2023-11-13 00:00:00,7,75,,,1,N,0.535413786549633,202310,14760,32382,8.2,0.544191217342968
10 Acessorios Av,UNDERWEAR,LICENCIADO,LIC KIT MEIA MNO,266413,KIT MNO 2X1 0545A&B,"60,17%","60,17%",Good,"19,17%","7,78%","3,33%","3,61%","3,00%","3,33%","5,39%","4,39%","3,28%","2,83%","2,28%","1,78%",Não Estratégico,1083,N,1670,1800,BOGO,17.99,17.99,171,153,623,1180,6225,346,1425,13429,30/11/2023,2023-12-18 00:00:00,17,88,,,1,N,0.534714628954329,202311,14760,32382,8.2,0.544191217342968
10 Acessorios Av,UNDERWEAR,LICENCIADO,LIC KIT MEIA MNO,266414,KIT MNO 2X1 0547A&B,"65,83%","65,83%",Good,"4,22%","6,50%","7,61%","10,61%","10,06%","5,50%","5,56%","4,39%","4,56%","2,78%","2,28%","1,78%",Não Estratégico,1185,N,1758,1800,BOGO,17.99,17.99,151,132,764,1452,6675,371,1417,13274,20/12/2023,2024-01-08 00:00:00,19,80,16839,936,1,N,0.533217957494127,202312,14760,32382,8.2,0.544191217342968
10 Acessorios Av,UNDERWEAR,LICENCIADO,LIC KIT MEIA MNO,266415,KIT MNO 2X1 0540A&B,"82,11%","82,11%",Best,"9,06%","12,89%","11,22%","14,83%","12,00%","5,44%","5,50%","4,39%","2,39%","1,72%","1,33%","1,33%",Não Estratégico,1478,N,1741,1800,BOGO,17.99,17.99,151,132,323,602,1853,103,1646,15406,20/12/2023,2024-01-08 00:00:00,4,44,23747,1320,1,N,0.533005377434152,202312,14760,32382,8.2,0.544191217342968
10 Acessorios Av,UNDERWEAR,LICENCIADO,LIC KIT MEIA MNO,266416,KIT MNO 2X1 0549A&B,"79,11%","78,17%",Best,"10,56%","14,61%","10,83%","9,22%","7,78%","6,00%","5,00%","5,28%","3,00%","2,89%","3,00%",,Não Estratégico,1424,S,1764,1800,BOGO,17.99,17.99,96,83,1359,2581,5703,317,1493,13892,13/02/2024,2024-02-26 00:00:00,14,88,,,1,N,0.531554076029769,202402,14760,32382,8.2,0.544191217342968
10 Acessorios Av,UNDERWEAR,LICENCIADO,LIC KIT MEIA MNO,266417,KIT MNO 2X1 0532A&B,"39,08%","38,61%",Slow,"3,61%","4,44%","4,17%","4,61%","2,78%","3,06%","3,06%","4,33%","2,89%","2,67%","3,00%",,Não Estratégico,703,S,1773,1800,BOGO,17.99,17.99,96,83,1675,3167,17847,992,810,7487,13/02/2024,2024-02-26 00:00:00,72,118,,,1,N,0.529897047311807,202402,14760,32382,8.2,0.544191217342968
02 Masculino,MASCULINO JOVEM,TOP,TOP MC MODA,266422,CAMISETA REC SUPERIO,"49,84%","49,84%",Slow,"2,67%","1,83%","1,79%","3,83%","7,30%","6,14%","4,90%","5,30%","4,59%","3,79%","3,59%","4,11%",Não Estratégico,1250,N,2361,2508,TEXMAR,49.99,29.99,244,258,122,599,2190,73,2411,60003,16/08/2023,2023-09-04 00:00:00,2,29,,,2,S,0.522976981617473,202308,56932,125374.92,22.7,0.545909181836367
02 Masculino,MASCULINO JOVEM,TOP,POLO MC,266425,POLO PIQUET CK EST M,"15,02%","15,02%",Slow,"0,76%","0,89%","0,68%","1,05%","0,85%","0,32%","1,49%","2,05%","1,65%","2,05%","1,57%","1,65%",Não Estratégico,373,N,2342,2484,TEXMAR,59.99,49.99,215,251,1752,4443,43992,880,1581,53392,30/08/2023,2023-09-11 00:00:00,50,106,,,2,S,0.530395557543701,202308,74272,149015.16,29.9,0.501583597266211
02 Masculino,MASCULINO JOVEM,TOP,POLO MC,266426,POLO REC SUPERIOR 28,"74,31%","74,31%",Good,"10,65%","7,90%","6,10%","4,47%","4,30%","3,69%","3,69%","2,75%","3,95%","7,30%","6,79%","12,71%",Não Estratégico,865,N,1106,1164,TEXMAR,59.99,39.99,244,230,57,236,2900,69,1084,29255,18/09/2023,2023-10-02 00:00:00,3,23,,,1,S,0.47440250899196,202309,34804,69828.36,29.9,0.501583597266211
02 Masculino,MASCULINO JOVEM,TOP,TOP MC MODA,266428,CAMISETA 3 REC 28591,"76,63%","76,63%",Best,"8,08%","6,87%","7,13%","3,52%","5,58%","4,73%","5,07%","5,07%","5,67%","5,41%","8,59%","10,91%",Não Estratégico,892,N,1130,1164,TEXMAR,49.99,29.99,244,230,84,379,1210,39,1099,26448,18/09/2023,2023-10-02 00:00:00,1,12,,,1,S,0.514598545116772,202309,26423,58188.36,22.7,0.545909181836367
